I273541;C614332;Female;31;Cosmetics;5;203.30;Cash;8/8/2022;Mall of Istanbul;5;203,3
I132135;C438477;Female;63;Clothing;5;1500.40;Credit Card;12/1/2021;Istinye Park;5;1500,4
I214239;C123366;Male;41;Clothing;1;300.08;Cash;25/10/2021;Kanyon;1;300,08
I238266;C258706;Female;36;Food & Beverage;5;26.15;Cash;30/12/2022;Kanyon;5;26,15
I164574;C469840;Female;48;Clothing;5;1500.40;Credit Card;27/09/2022;Kanyon;5;1500,4
I120644;C434679;Female;51;Technology;4;4200.00;Cash;4/4/2022;Metropol AVM;4;4200
I657367;C149182;Female;52;Shoes;3;1800.51;Cash;14/02/2021;Mall of Istanbul;3;1800,51
I226700;C293829;Male;56;Books;2;30.30;Credit Card;6/8/2022;Kanyon;2;30,3
I312021;C153822;Female;63;Cosmetics;3;121.98;Cash;1/1/2021;Metrocity;3;121,98
I140026;C100315;Female;60;Clothing;5;1500.40;Debit Card;3/5/2022;Metropol AVM;5;1500,4
I185923;C157613;Male;31;Cosmetics;4;162.64;Cash;4/7/2022;Kanyon;4;162,64
I109774;C317267;Female;26;Cosmetics;1;40.66;Cash;13/01/2021;Cevahir AVM;1;40,66
I229318;C215149;Male;40;Technology;5;5250.00;Cash;1/7/2022;Kanyon;5;5250
I111196;C155389;Female;62;Souvenir;1;11.73;Cash;10/11/2022;Kanyon;1;11,73
I441837;C559868;Female;41;Clothing;1;300.08;Cash;24/06/2022;Emaar Square Mall;1;300,08
I278791;C330643;Male;67;Technology;4;4200.00;Cash;2/7/2022;Metrocity;4;4200
I133365;C188432;Male;22;Food & Beverage;2;10.46;Cash;30/08/2022;Kanyon;2;10,46
I101896;C113243;Male;51;Food & Beverage;2;10.46;Credit Card;27/03/2022;Kanyon;2;10,46
I335534;C105837;Female;27;Shoes;1;600.17;Credit Card;29/04/2022;Emaar Square Mall;1;600,17
I253638;C164372;Female;42;Food & Beverage;4;20.92;Credit Card;19/05/2021;Kanyon;4;20,92
I223051;C866678;Female;56;Souvenir;1;11.73;Debit Card;6/4/2022;Mall of Istanbul;1;11,73
I316370;C149951;Male;44;Clothing;4;1200.32;Cash;23/06/2022;Mall of Istanbul;4;1200,32
I227132;C275021;Female;54;Toys;1;35.84;Credit Card;18/03/2021;Viaport Outlet;1;35,84
I191439;C297581;Male;65;Cosmetics;3;121.98;Cash;15/01/2021;Mall of Istanbul;3;121,98
I270968;C322048;Female;62;Food & Beverage;4;20.92;Cash;18/02/2023;Metropol AVM;4;20,92
I949844;C262483;Female;66;Food & Beverage;1;5.23;Cash;6/1/2023;Metropol AVM;1;5,23
I915147;C398438;Female;66;Food & Beverage;3;15.69;Cash;3/8/2022;Istinye Park;3;15,69
I188480;C886989;Male;45;Clothing;4;1200.32;Cash;20/10/2021;Metrocity;4;1200,32
I180106;C154000;Female;43;Clothing;1;300.08;Cash;20/07/2021;Cevahir AVM;1;300,08
I234008;C339616;Female;36;Clothing;1;300.08;Credit Card;1/9/2021;Emaar Square Mall;1;300,08
I210361;C281079;Female;43;Toys;2;71.68;Cash;24/05/2022;Mall of Istanbul;2;71,68
I132723;C146277;Male;33;Clothing;5;1500.40;Cash;6/4/2022;Forum Istanbul;5;1500,4
I238494;C618809;Female;50;Food & Beverage;1;5.23;Cash;27/05/2022;Kanyon;1;5,23
I260987;C481959;Male;41;Clothing;1;300.08;Debit Card;7/8/2022;Mall of Istanbul;1;300,08
I951023;C340472;Male;37;Clothing;4;1200.32;Debit Card;22/08/2021;Metropol AVM;4;1200,32
I218901;C252305;Female;69;Food & Beverage;5;26.15;Debit Card;20/06/2022;Mall of Istanbul;5;26,15
I119011;C195013;Female;69;Food & Beverage;2;10.46;Debit Card;6/9/2022;Mall of Istanbul;2;10,46
I217342;C261108;Male;27;Shoes;5;3000.85;Credit Card;11/4/2022;Metrocity;5;3000,85
I193724;C517780;Female;30;Toys;4;143.36;Debit Card;22/02/2023;Emaar Square Mall;4;143,36
I338395;C129009;Female;68;Food & Beverage;5;26.15;Debit Card;12/2/2021;Mall of Istanbul;5;26,15
I211547;C125195;Female;21;Clothing;3;900.24;Credit Card;5/12/2022;Kanyon;3;900,24
I321015;C248655;Female;41;Shoes;4;2400.68;Credit Card;9/8/2021;Zorlu Center;4;2400,68
I122498;C551182;Female;20;Shoes;2;1200.34;Credit Card;15/10/2021;Mall of Istanbul;2;1200,34
I460930;C183042;Female;64;Food & Beverage;4;20.92;Cash;14/08/2021;Metrocity;4;20,92
I312415;C317196;Male;28;Clothing;1;300.08;Cash;16/02/2023;Metrocity;1;300,08
I261092;C381319;Female;58;Clothing;2;600.16;Cash;29/09/2021;Metropol AVM;2;600,16
I230679;C218700;Male;40;Toys;4;143.36;Credit Card;15/04/2022;Kanyon;4;143,36
I133584;C295124;Male;54;Clothing;1;300.08;Cash;4/1/2023;Metropol AVM;1;300,08
I189563;C333790;Female;21;Clothing;1;300.08;Credit Card;4/6/2021;Istinye Park;1;300,08
I143588;C765889;Male;21;Clothing;1;300.08;Credit Card;29/01/2023;Metrocity;1;300,08
I243449;C173505;Female;40;Food & Beverage;1;5.23;Debit Card;6/5/2021;Kanyon;1;5,23
I274755;C849523;Female;49;Food & Beverage;3;15.69;Debit Card;27/02/2021;Metrocity;3;15,69
I382281;C110100;Male;24;Clothing;1;300.08;Credit Card;24/07/2021;Mall of Istanbul;1;300,08
I190310;C162424;Male;55;Clothing;3;900.24;Debit Card;12/11/2022;Kanyon;3;900,24
I327790;C259891;Female;65;Shoes;3;1800.51;Cash;19/09/2021;Kanyon;3;1800,51
I268666;C221146;Female;19;Shoes;1;600.17;Cash;17/02/2021;Metrocity;1;600,17
I241966;C319509;Male;35;Clothing;5;1500.40;Credit Card;27/05/2021;Cevahir AVM;5;1500,4
I289510;C574711;Female;44;Clothing;1;300.08;Debit Card;2/6/2021;Zorlu Center;1;300,08
I302104;C529445;Male;62;Cosmetics;3;121.98;Credit Card;15/03/2022;Kanyon;3;121,98
I542569;C153586;Female;30;Shoes;1;600.17;Cash;10/11/2021;Mall of Istanbul;1;600,17
I183538;C594503;Female;56;Food & Beverage;5;26.15;Cash;5/2/2022;Zorlu Center;5;26,15
I270497;C191712;Female;40;Clothing;1;300.08;Cash;18/03/2021;Forum Istanbul;1;300,08
I304143;C316569;Male;68;Toys;5;179.20;Credit Card;12/6/2022;Kanyon;5;179,2
I233892;C244159;Female;62;Cosmetics;4;162.64;Cash;15/10/2021;Metrocity;4;162,64
I335481;C377390;Female;62;Cosmetics;1;40.66;Cash;5/8/2021;Istinye Park;1;40,66
I333054;C183360;Female;19;Cosmetics;1;40.66;Credit Card;18/07/2022;Mall of Istanbul;1;40,66
I113079;C264551;Female;67;Clothing;5;1500.40;Cash;26/12/2021;Kanyon;5;1500,4
I209837;C312262;Female;62;Technology;1;1050.00;Debit Card;25/01/2022;Istinye Park;1;1050
I307121;C211276;Male;20;Food & Beverage;1;5.23;Cash;14/10/2021;Kanyon;1;5,23
I157035;C314028;Male;24;Food & Beverage;5;26.15;Credit Card;19/08/2022;Viaport Outlet;5;26,15
I221699;C788087;Female;59;Clothing;3;900.24;Debit Card;15/04/2021;Mall of Istanbul;3;900,24
I206040;C240910;Female;35;Clothing;1;300.08;Cash;19/01/2021;Mall of Istanbul;1;300,08
I113129;C140260;Male;57;Clothing;5;1500.40;Cash;20/11/2021;Kanyon;5;1500,4
I305940;C873541;Female;18;Shoes;3;1800.51;Cash;31/10/2021;Kanyon;3;1800,51
I187793;C258409;Female;22;Clothing;2;600.16;Cash;29/03/2021;Cevahir AVM;2;600,16
I275501;C275674;Female;25;Clothing;5;1500.40;Credit Card;7/4/2022;Istinye Park;5;1500,4
I259556;C280706;Male;33;Shoes;3;1800.51;Cash;5/1/2021;Istinye Park;3;1800,51
I260280;C147384;Female;27;Clothing;3;900.24;Cash;1/4/2022;Kanyon;3;900,24
I971792;C281583;Female;68;Toys;2;71.68;Credit Card;13/02/2022;Metropol AVM;2;71,68
I247908;C454446;Female;27;Clothing;5;1500.40;Credit Card;1/6/2021;Cevahir AVM;5;1500,4
I192835;C291294;Female;58;Cosmetics;4;162.64;Cash;26/01/2021;Kanyon;4;162,64
I311331;C158947;Male;41;Toys;4;143.36;Cash;19/09/2022;Metropol AVM;4;143,36
I730397;C385215;Male;22;Cosmetics;3;121.98;Credit Card;13/01/2023;Cevahir AVM;3;121,98
I254379;C294427;Male;18;Clothing;4;1200.32;Debit Card;31/12/2021;Viaport Outlet;4;1200,32
I683077;C123745;Female;50;Shoes;2;1200.34;Debit Card;16/08/2021;Metropol AVM;2;1200,34
I838599;C222751;Male;57;Food & Beverage;1;5.23;Credit Card;19/08/2021;Kanyon;1;5,23
I231475;C332138;Female;57;Clothing;4;1200.32;Cash;30/06/2021;Zorlu Center;4;1200,32
I141268;C266959;Female;24;Shoes;3;1800.51;Credit Card;18/09/2021;Kanyon;3;1800,51
I137427;C187242;Male;30;Food & Beverage;3;15.69;Cash;3/4/2021;Mall of Istanbul;3;15,69
I292315;C960088;Female;29;Technology;2;2100.00;Credit Card;4/8/2022;Emaar Square Mall;2;2100
I188298;C312926;Female;37;Toys;5;179.20;Credit Card;10/2/2022;Metrocity;5;179,2
I298130;C110805;Female;27;Books;4;60.60;Cash;16/12/2022;Mall of Istanbul;4;60,6
I195641;C313682;Female;34;Clothing;2;600.16;Credit Card;26/02/2022;Istinye Park;2;600,16
I166331;C337319;Male;18;Clothing;1;300.08;Debit Card;28/09/2021;Viaport Outlet;1;300,08
I320692;C155706;Female;69;Clothing;2;600.16;Cash;7/9/2022;Emaar Square Mall;2;600,16
I191054;C388204;Male;61;Cosmetics;1;40.66;Credit Card;21/06/2021;Kanyon;1;40,66
I472551;C178920;Male;21;Souvenir;1;11.73;Debit Card;7/2/2021;Metropol AVM;1;11,73
I301530;C252982;Female;63;Cosmetics;2;81.32;Credit Card;5/5/2022;Metrocity;2;81,32
I618224;C185908;Male;45;Food & Beverage;1;5.23;Cash;20/12/2021;Kanyon;1;5,23
I862534;C282757;Male;38;Clothing;5;1500.40;Cash;3/7/2022;Kanyon;5;1500,4
I828106;C322804;Male;26;Toys;4;143.36;Credit Card;7/12/2022;Metropol AVM;4;143,36
I219862;C177349;Male;64;Shoes;5;3000.85;Cash;26/02/2022;Mall of Istanbul;5;3000,85
I281908;C101068;Male;52;Toys;5;179.20;Cash;3/3/2023;Viaport Outlet;5;179,2
I255292;C192541;Female;61;Cosmetics;4;162.64;Credit Card;12/4/2021;Forum Istanbul;4;162,64
I945983;C310668;Female;58;Souvenir;4;46.92;Debit Card;2/1/2021;Mall of Istanbul;4;46,92
I315726;C177652;Male;20;Toys;1;35.84;Credit Card;23/01/2021;Kanyon;1;35,84
I517380;C261060;Female;54;Shoes;1;600.17;Cash;25/01/2023;Mall of Istanbul;1;600,17
I733060;C131523;Female;55;Food & Beverage;3;15.69;Credit Card;11/3/2022;Istinye Park;3;15,69
I334817;C280392;Female;65;Clothing;3;900.24;Credit Card;4/6/2021;Kanyon;3;900,24
I952410;C210361;Female;54;Clothing;2;600.16;Cash;9/12/2022;Kanyon;2;600,16
I142741;C332481;Female;64;Books;2;30.30;Cash;30/10/2021;Istinye Park;2;30,3
I170928;C276910;Male;42;Food & Beverage;3;15.69;Cash;12/2/2022;Metrocity;3;15,69
I267707;C139927;Female;61;Food & Beverage;2;10.46;Cash;27/03/2021;Mall of Istanbul;2;10,46
I470317;C471164;Female;19;Clothing;2;600.16;Cash;11/2/2023;Mall of Istanbul;2;600,16
I298287;C671981;Female;65;Toys;1;35.84;Credit Card;30/12/2022;Mall of Istanbul;1;35,84
I290044;C278776;Female;36;Toys;5;179.20;Cash;27/03/2022;Metropol AVM;5;179,2
I178200;C213651;Female;27;Books;4;60.60;Cash;20/10/2021;Kanyon;4;60,6
I316656;C128341;Female;40;Shoes;3;1800.51;Cash;7/10/2021;Kanyon;3;1800,51
I216610;C166330;Female;37;Cosmetics;5;203.30;Credit Card;1/3/2023;Viaport Outlet;5;203,3
I264076;C121975;Male;23;Food & Beverage;2;10.46;Debit Card;10/1/2021;Metropol AVM;2;10,46
I178089;C109929;Female;45;Clothing;3;900.24;Credit Card;18/04/2022;Viaport Outlet;3;900,24
I106348;C153743;Female;23;Toys;1;35.84;Credit Card;16/08/2022;Kanyon;1;35,84
I246139;C169364;Female;38;Food & Beverage;3;15.69;Cash;30/11/2022;Forum Istanbul;3;15,69
I633599;C205706;Female;51;Clothing;2;600.16;Debit Card;20/10/2022;Metrocity;2;600,16
I193110;C287258;Female;41;Clothing;5;1500.40;Cash;20/04/2021;Mall of Istanbul;5;1500,4
I434859;C734492;Male;60;Technology;1;1050.00;Cash;11/11/2022;Zorlu Center;1;1050
I268807;C689756;Male;26;Clothing;5;1500.40;Credit Card;12/6/2021;Mall of Istanbul;5;1500,4
I168727;C302450;Female;55;Food & Beverage;5;26.15;Debit Card;10/11/2021;Cevahir AVM;5;26,15
I121818;C121128;Male;26;Toys;4;143.36;Credit Card;27/02/2021;Kanyon;4;143,36
I270032;C129093;Male;39;Cosmetics;3;121.98;Cash;29/03/2021;Forum Istanbul;3;121,98
I673113;C159787;Female;45;Shoes;3;1800.51;Credit Card;13/12/2022;Istinye Park;3;1800,51
I227000;C272839;Male;38;Cosmetics;1;40.66;Cash;21/03/2021;Metrocity;1;40,66
I653762;C163759;Female;68;Clothing;2;600.16;Debit Card;20/04/2021;Metrocity;2;600,16
I151677;C212356;Female;33;Toys;4;143.36;Credit Card;5/4/2022;Cevahir AVM;4;143,36
I221417;C141274;Female;38;Toys;4;143.36;Debit Card;15/08/2022;Kanyon;4;143,36
I883811;C272867;Male;20;Shoes;1;600.17;Debit Card;1/2/2023;Mall of Istanbul;1;600,17
I230980;C116976;Female;57;Clothing;3;900.24;Credit Card;17/06/2022;Emaar Square Mall;3;900,24
I172404;C145496;Male;63;Clothing;2;600.16;Debit Card;12/4/2022;Mall of Istanbul;2;600,16
I239787;C908002;Female;67;Books;4;60.60;Cash;23/05/2022;Kanyon;4;60,6
I228873;C144747;Female;60;Shoes;1;600.17;Cash;14/12/2021;Emaar Square Mall;1;600,17
I177008;C276889;Female;48;Shoes;1;600.17;Credit Card;12/11/2021;Viaport Outlet;1;600,17
I104527;C105183;Male;28;Food & Beverage;3;15.69;Debit Card;12/11/2021;Kanyon;3;15,69
I248145;C660554;Female;63;Clothing;5;1500.40;Cash;22/06/2022;Emaar Square Mall;5;1500,4
I166223;C194438;Female;45;Food & Beverage;4;20.92;Debit Card;1/4/2021;Zorlu Center;4;20,92
I394989;C129321;Female;36;Food & Beverage;2;10.46;Cash;7/7/2021;Metropol AVM;2;10,46
I305141;C512631;Female;44;Clothing;2;600.16;Debit Card;15/07/2022;Kanyon;2;600,16
I324537;C937585;Female;53;Clothing;1;300.08;Credit Card;4/10/2022;Metrocity;1;300,08
I189881;C230054;Male;57;Cosmetics;3;121.98;Cash;2/11/2022;Mall of Istanbul;3;121,98
I309213;C145842;Female;31;Souvenir;4;46.92;Debit Card;15/05/2022;Mall of Istanbul;4;46,92
